,axis1,axis2,axis3,axis4,axis5,axis6,axis7,axis8,Bankrupt
450,8212491416.319373,4105043992.8822327,854382757.054514,-2575019282.887881,-4725169924.56601,-938857246.1580131,-932543113.4661124,3822687255.0308204,0
451,9792748872.999899,7399940714.65706,1189673110.8164594,494350277.1932355,-3673148270.3425074,-492204750.0916295,-547149354.0452662,4888308190.283543,0
452,12084859099.297554,6866843525.487235,108387403.3741451,-922369794.5316148,390006375.2020098,-401131980.67814076,5701279202.147449,3525490944.1748576,0
453,10004430434.264872,-2148104030.58052,2227895255.3069525,-2090044274.3781962,1884615566.8746197,2023549441.7767007,-2077957777.373405,-1363246427.8949158,0
454,8282630567.064867,-2112008339.998061,-1587288682.6812243,-4715421361.802597,5016639403.545001,102196928.3114586,-892757811.2103835,185217534.8810348,0
455,11518657000.681473,-520923270.9881158,6169165093.50692,252011273.626769,-6722983.176912118,1567855438.1750867,-1698895643.511398,6009449283.790013,0
456,10812845964.470684,-2490239111.2469916,-1101940393.8753211,9261745089.504242,2553410172.4454856,-720725970.4828535,-632089640.8540118,1349812012.0988889,0
457,10808104914.689451,3167594894.4515314,3071806177.35985,-3832983780.8483887,-171512189.79557908,-2232567122.4091506,-513108584.0096601,-5143270039.68303,0
458,7432941004.49848,-4318926322.521604,-1037610100.766739,-1321589043.591598,-1265200767.4137425,3708571405.502485,-3113220004.2836623,286026950.34433115,0
459,6535412209.80289,-3872918240.0894623,505784496.9636947,272736022.10882086,-913243965.9450918,-984771468.6927695,3142106497.3598824,572390193.2866977,0
460,12449861299.693388,7235193533.335326,-788300312.9810727,2796552768.393051,2983816790.9958076,-2241850215.9789104,413272130.7018846,-5356632288.034066,0
461,11101363153.263487,3539195032.251515,1854083621.8341224,6564009305.473464,-858837228.2693737,-425943205.80889815,-412720502.5901516,6479520766.179242,0
462,8345895683.212561,2071084024.991066,-940580184.0165949,-3678739190.4441466,-3055083849.3661876,-704668992.3803062,-1048277273.9614834,6632631153.5262575,0
463,8349222179.93696,3258638534.617199,5590889841.220439,7532657482.993328,2035580199.597917,1241677466.6197798,-384633462.49252814,-3181177257.856385,0
464,10045051945.821434,-6873823277.287576,550543821.3240367,25091878.183699016,-1961589935.222467,4911725780.98933,4489444630.158108,748174177.0120562,0
465,5708432264.797738,-1674683499.5603983,-1999907692.5208502,-2065309304.1784837,-1545843429.8025794,-1510756781.6807103,-834575298.8501608,-373797023.97891015,0
466,6075651166.464453,9716671797.589931,-21803749.17520139,4292287207.567354,-1111433960.8642788,1470722707.6024084,-14054372.74741025,3086653509.4551,0
467,9991179501.261557,-784608326.4614328,3180830464.7204857,6357099541.920872,-1387459900.193545,-475180083.0428366,-1089689284.6442087,-1625467919.5026622,0
468,7199078321.6945915,6352202840.324776,2669498053.9242883,622253509.9086382,5485037355.676469,-995566272.9171582,997681420.6905047,-4209730797.0223646,0
469,4521086230.592097,-1904213373.6636999,-2007627213.3618574,-1355768710.215584,-2781843368.153642,-462019610.0007463,2807404017.8612967,-367562053.1517555,0
470,12054413393.00916,-460527059.48050016,6943966573.6102705,-126394353.39668362,2654111056.825457,-3444998059.6641097,149896241.32877496,-2757252288.0086203,0
471,10199144163.155174,1537145619.4537623,2729715573.479354,6916756854.268768,428118740.9394601,-726391792.5142707,-484935020.19643515,-2380567969.093012,0
472,8432687802.963201,4896158993.8134365,1421487188.225489,645369714.1256012,-3265052900.917116,-597381650.0879359,-908840358.9870459,-5487352647.506629,0
473,13917246718.260445,1455712425.0392017,3329253823.572777,-6510769829.508811,4355509624.726769,5699860810.414263,3044917202.708533,-4888495534.4437895,0
474,6585991477.954158,1425314213.039789,-1169674164.7115908,-169871437.65608233,-1689424820.265308,-1510528577.3960183,-520386535.97576916,-1645787055.0890443,0
475,9247958298.098112,-1236217401.8321087,4580784845.622479,107847105.13408701,985017876.1820041,-1833271537.8632872,-447364645.77717865,-1749372182.406559,0
476,7882981943.075329,1146962989.0122933,3134970879.7561684,-724234434.223946,-2668079843.459661,-1677945323.9446745,-747023007.1579877,-3536875115.114907,1
477,8662400382.404148,2436601035.8712854,1975807268.949926,-2407075383.0417933,-4124960308.7940383,-175807829.13748047,-1624239745.1610942,-4929888073.972851,0
478,8448984408.289716,5601830649.432892,-937287402.9123968,643221218.830002,-3293004123.41015,-137877861.46310478,-794684239.8133286,2913586836.761831,0
479,5393969019.129562,-2289352778.353189,-2369256518.0844803,-1932376420.684013,-2584801684.461101,698818162.3860357,1554148233.9611773,-389509485.36720246,0
480,6356849696.385651,2943529660.865882,-1546168639.3349702,-170783248.88841814,-2505789923.7806125,-1082544416.5953763,-422035835.3484222,3526868803.5055256,0
481,10495492753.599424,-975873441.0778717,4014809969.19423,5044322300.452442,-1872372553.9609618,-1166696855.3607352,-770627093.0857017,6197353472.733018,0
482,8424063356.221025,-3212866442.758946,451098406.58679736,-1892301735.8005283,3708673580.169604,-3428996824.5272408,2559132305.025652,763551219.5561489,0
483,10427903833.277224,-5218496946.002724,756420917.0387455,-2210569438.0970964,3358367824.0430098,2120406267.9676738,8337451855.356744,787612972.1225232,0
484,8537303051.967797,5666965956.871414,-4233825891.7319045,2845294935.7352104,-1065254001.6418086,-307205339.65665805,-308416594.0454103,6011303520.345403,0
485,3464306760.4736896,-1910437933.2838926,2604504730.415315,478647952.29588836,4404338777.348073,-1661940672.9133868,900696982.9156402,1086861476.7813478,0
486,10056447459.842127,1230598660.2154653,2636739695.5246444,3774269782.06197,-3174415779.092748,-1052542068.9394163,-1126104389.1793299,-3448491528.7928085,0
487,12915094008.129055,191063036.1602663,2035709235.3386877,8624303185.639515,-356058656.3154948,-1257060536.2480667,-824248876.2876652,-752324782.0286552,0
488,4904211508.949474,-1978701770.054228,-2206680703.992937,-1460059158.647678,-2922373896.5775523,-994553277.6090361,1825672998.234321,-367605008.66890866,0
489,12517101058.998404,7386971689.5887165,-1579612244.9467251,937651719.6554568,-2770252520.6904564,2303624122.389972,7025023480.227598,4040255653.99765,0
490,3559423180.673076,524332040.62137085,-1111877245.331979,5839964592.55204,2038600106.1589985,315889007.2905451,392083878.97959864,472501186.8555042,0
491,7704670766.968048,-1411677119.4119976,1165932211.0801136,280387088.1863251,-2319389480.076688,-1069778168.6795256,-1151855898.6584423,-1485515945.1669643,0
492,15789692755.79216,2035642899.5288365,4200308536.1301827,6886762021.048473,5109109011.864031,-2500972975.8766932,223619909.71273145,-2911667081.495352,0
493,9393232221.57425,2334893753.1408496,1605561608.8508334,-3313488173.513631,3332129283.8591056,-3712486226.5648932,703059732.1237687,-2370845100.945249,0
494,5335363681.549856,-1359615451.056233,-1891970783.240555,-1830256443.2520144,-1920581313.8702981,-1834298068.811927,-657864281.9975005,89378678.28872187,0
495,10544552531.868042,-773186778.0690206,1906721680.953059,7027871506.809827,-1793500044.3327365,-285587456.4644353,-1302577548.0952106,-1521017233.1769774,0
496,10048961234.112997,5402157468.156398,1504736630.2847602,139684114.8444064,-113661918.60049309,-1553047499.358158,-255158838.48875937,-5402876342.945237,0
497,10012518414.99141,3139831560.734464,-1013634931.0444106,4715733928.875318,-1137524883.8967862,-1098714279.6948488,-643670232.3486143,-3222068529.398058,0
498,11623137882.23804,-79850894.4015842,2604003640.5661807,8239478110.362584,-68394362.973042,-461906683.9995581,-956354683.1938851,-1678657689.774741,0
499,8096327306.266382,5084749491.045052,-212529364.867717,-644294503.2363037,-4085884557.8924823,-840316105.2059827,-679763911.9777251,3945234139.963231,0
500,6673837561.082806,2517137790.9351945,-553183181.9559876,511793090.75300795,-1473684636.702077,-1255494565.573178,-443557247.7495999,-2827101986.438265,0
501,4034980273.1441665,353298280.4327796,-2101146735.6945865,1141367412.6098728,2135081533.0639477,2335698307.04642,9683088259.73644,-283460435.07817566,0
502,9577244145.943663,441170591.3661283,4362346325.272695,-426492064.8864632,-1753784672.8057256,-1536846607.5872884,-905090527.2362132,-3479428386.607352,0
503,6724543247.690845,-1463782811.14436,-1296703534.3717873,-3288458720.3388186,3248862626.7506995,-3218996491.788757,386611308.2628323,147535683.9852565,0
504,10174953444.590376,-3456771969.8878965,3107966939.925927,-13860427.368902307,-1218627518.847959,3178506941.355442,-3013700928.8408694,-1321860463.1601117,0
505,10191803817.878286,5341786056.587973,-2489280595.917249,3594307749.249637,-759095021.4151899,-170883503.18613216,-822831567.2238916,-4389377433.719599,0
506,10183224390.94856,6538116802.080974,3190788080.989288,-3634124536.9581375,-4707884749.974648,-1178959234.5506043,-788243314.4253583,3403920754.9222517,0
507,10885020744.587233,-2188928210.6312733,1759554423.243027,-2745404068.112519,-1295633604.9574704,6426417924.293927,6119369288.614758,-2720825484.6246576,0
508,8959848947.328506,-74126.69419378613,-4497507221.58241,6851754863.906476,605789172.7049097,-27819285.822556145,2964136416.0525174,55114082.28992329,0
509,9805831020.152895,-2496443748.164191,-1488353424.0420103,10605184671.055422,-290980698.19764334,-628439167.7974106,-924352594.2399613,1169758612.066411,0
510,15053178287.82771,438573375.8995189,5396425126.623546,5533268248.940523,3297208904.19617,-1587250907.00533,-491493880.95973366,-2764285987.1756268,0
511,9505512350.999186,6415468342.85634,-1962289324.6992905,2052142222.9809685,-2331975053.8347926,717595877.039708,-994561136.0561517,2066844054.6639228,0
512,12248990369.40913,256304545.77494386,3103614047.2665606,5753348045.919351,-2874001952.5652094,-470293814.53129417,-1573083347.9681787,-3127557957.3830795,0
513,6961845079.21274,-5853896477.695811,2531219023.9536424,2620049772.1370263,-1310344262.167976,1340410074.1132402,-2040941043.1355765,1354481624.0536737,0
514,10870607079.174553,1771297884.87066,1795487861.4081287,-4276165752.7912793,1462545262.9444218,-3043820117.6804,-170326415.09266752,-3743998924.099221,0
515,10508529820.229229,4358983197.042304,-4817868007.960763,2091012622.055686,2439312053.5016055,-2559772088.9719815,487976023.72205293,3954781998.6976485,0
516,8788211762.955421,4583783636.47846,6292793048.547763,5488224783.483753,1872022755.8470142,635376351.3689312,173137982.64928108,6630284032.253883,0
517,7469149601.323947,3460917789.038604,-2586343437.20976,35045514.6814392,-3248395001.7417984,-870388055.4350729,-652703155.3921342,5615740390.955967,0
518,5647160400.566026,-2498116539.2528043,-2467847106.0424953,-1708046622.5557048,-3605808168.1997476,102213323.24601577,5185896337.316938,-501937959.9275464,0
519,13347660468.910486,-1008111831.542711,7635798527.073935,660239125.8323035,891754423.0001501,-3381134029.9386153,-329473675.4588787,-3151609109.1951485,0
520,13369983606.840248,2787213580.898216,-87045930.2213747,6555883381.378094,-319067047.6093292,-868542500.3533195,-972741233.2538753,-3464016201.760592,0
521,4434398123.286582,5343.067532801262,-3254402205.5240073,1270551439.5729837,-1206622094.7374477,-989177637.3764288,-486780798.35994977,-358209979.745395,0
522,6953984626.62176,-5154811594.846848,1009049721.4884281,1718352225.8473794,-3173987236.8264303,-88185177.73083323,3676987509.010117,725411083.6674852,0
523,8875630886.05695,2978608083.2277784,-1502510418.6266787,-1054468770.8152422,-3666405804.1752434,-1549937529.4090552,-833369352.8062221,2553112662.6801763,0
524,10184137190.356375,-704312982.7408426,-7223949288.336804,2473285150.6889267,-2610438439.8466234,3304751462.4362373,6541828934.037478,-1016042492.5980248,0
525,6724454852.845804,-1244998926.800261,4025521585.992251,1511816344.83198,-1843181429.9685745,-1179819110.6865115,-764400832.1937139,-1620910391.5351968,1
526,10299611270.90595,2932556695.793593,2900315045.071341,8178903962.792795,-865293170.6963224,104893422.26865223,-793442271.7422477,-3406159659.1378098,1
527,10672183157.33235,768288608.1658318,2392677410.225499,7906422392.755737,-1727823784.1395583,829187650.8541529,2249716874.0633698,-2524319643.496693,1
528,11641709772.732323,6317588458.7259445,3798576084.594355,-5572157504.519525,1945693375.822966,-1684315434.288843,143026469.71611732,4055669923.3496714,0
529,8460513434.071027,4542760098.393967,1921560796.6809053,-3252697214.3457594,-204650779.22636613,-2277026063.150584,248875803.79040086,3366509153.785446,0
530,5011976934.323219,-1985119167.3872166,-2242285364.462724,-1878933641.7616174,-2003339669.5454228,213013153.19916552,-1208331927.1915488,-293238110.0851929,0
531,8909541729.259737,-1443290456.0719593,3333630419.446817,5487764999.217764,-2073919396.783387,-698751826.5045837,-832138780.4905673,5853524656.564653,0
532,8228396874.908654,2097288331.3199792,-2220968333.240342,-353380593.2413525,-2376649392.083093,1398591327.7747595,7952878305.470135,2917883475.8178105,0
533,4767452677.573136,-1976095756.4150443,-1990326882.6243525,-1259011166.8464146,-2753478118.537187,-1160017725.0423276,1207983821.6784248,-290754159.26121724,0
534,8415040273.977847,-5047889112.5844145,279193537.2830994,-958526377.8808568,-181466045.36817694,3371785189.31615,7665777906.815692,474778867.99576104,0
535,7177393721.159544,5232051437.681862,-3746170244.582731,3993419344.9253106,-997181967.9996271,160723831.52690825,-399066591.8244865,2121943002.8197608,0
536,9154985200.75752,-3800202609.854605,1611386121.5270247,-1233458807.519226,5090848446.460128,-4424379353.911016,919833728.42618,1243400540.2156448,0
537,2808581886.2143607,-392065165.8903226,-64571811.20032144,5378704160.40813,832229053.9650037,418608459.65364826,-166353697.75162476,603518979.6302973,0
538,13496959138.702303,4216566821.307706,5073839701.430915,7022061791.003686,1939054080.3267796,-1024184599.491245,128261695.64356261,6271442057.350951,0
539,6527188666.998008,941043171.6384519,-5490886438.176066,3403968754.555338,-1161964379.014077,-1142735164.9073553,-319074842.6240571,-585220189.4498485,0
540,8055988078.602054,2945559819.9328866,-4313780360.869805,3375831025.2776427,488315659.3552002,-5324209.83676887,109327549.80298595,-1377305174.5355144,0
541,4046566638.6595106,-1056832457.8430048,405526672.84450793,4739710058.504043,1971831994.8227081,957060175.707755,3442906006.0417128,721432239.8437206,0
542,4337731226.391675,2528469037.3382893,-449578895.74838984,5316101492.482067,2622847546.312077,1483969287.7765293,-193998118.38110605,-987667225.1686053,0
543,11396348148.049736,1961266836.4344888,3622969565.953725,9921411906.802408,-1160047222.171461,720067931.0170324,-1199951939.1047537,-3077303704.2368493,0
544,9910259456.702528,3129285804.0723386,-4306084894.523611,3641978846.6226897,-493345486.80650234,1779729506.6881423,8516530855.710879,-2404710102.104391,0
545,6133959255.816984,2665724733.851861,-1302667861.5280447,97003402.48748015,-765813937.3193346,-773595558.1874217,-319217486.99392194,1476211591.0466828,0
546,8292939825.759714,4740872845.074823,3813479169.272886,8246594915.32345,1107363120.5592752,1740855114.2293842,-231211468.77554193,6163604342.100319,0
547,9339714392.754662,5495270087.196124,1389835890.646839,572003135.6869799,252218054.23080412,-1178865433.010446,-203867482.59752378,-5160224596.95135,0
548,7934146917.74116,2654979711.8849845,-2842718066.415009,6853001596.949717,-453383262.66505855,-246038053.39016944,-544276270.4733407,-1741598831.1358676,0
549,11438762084.358448,-134358244.11917585,2553121535.0046997,8228606854.386644,524404453.14066344,-532903279.91785145,-781096696.8188281,-390704363.49369985,0
550,5786249894.7947445,2591873423.935239,-1591862829.0043082,225055251.83102152,-2132793046.8282237,-87129369.13441503,-716450193.9303292,2208943487.755613,0
551,7598873227.462008,5201890320.146959,-814189735.2433139,226134053.0938038,-2690579910.2984357,-794615509.3526144,-379112598.9873406,4088067837.371419,0
552,5850677104.9959755,-162849273.45167947,-4362907537.83234,2181202895.168673,-1914280827.8663044,1671119373.8306308,6893210659.077538,-677298424.9929771,0
553,8826659260.232235,-4425518482.245656,131370308.90215786,-1924511886.694416,2417812313.348225,2506029051.713545,-2288323521.649757,692848574.1325088,0
554,6705913068.904067,-3403512834.0845327,-2721000379.2413397,-3074933989.969024,-2367941199.623403,6258452915.142791,5810753055.764411,-576917749.0895393,0
555,7026407253.725017,2648559439.012087,7034838253.7671175,348318850.8647838,6981702.377294259,6008547752.445208,-2225822088.0577855,7442025521.57051,0
556,11944501661.528381,5363223535.880358,-2507358229.7414565,2421920716.768716,4666555754.700976,-1817043322.5235493,339186019.6870015,-3553796965.0680017,0
557,6729521212.709844,2614273245.823678,-484991828.76170135,-2688160103.9029293,-4033217107.567439,-1135937320.7421925,-707691813.5320239,6401645762.814965,0
558,12079509683.750935,421058798.76526624,3427031033.678134,-3893772006.732231,-93890075.07861446,6377426943.302064,3444410504.7061963,-4634686414.856152,0
559,2726379581.732106,-2247279156.6665907,1994839541.352757,1057607479.995434,1353149286.2081795,373685349.8893254,3471165487.1318336,732459945.6061467,0
560,12189498721.605927,3765925437.5965953,7139235203.283863,8447025186.764769,8314753569.359675,-1309105215.3152077,1157114745.8664258,-2781572668.268333,0
561,12404614306.435982,812547306.4485495,2626870420.0203433,8481387852.143085,3510753664.0286765,443627826.26581,-712031220.3560523,-1553103847.9848106,0
562,10979891512.392286,8385687199.533367,-1838528729.8746803,2908903558.1306863,-2305883350.1603737,1117953320.2025514,-1048226684.0930083,1965629050.5971484,0
563,12358218325.342436,1615289137.5793698,4291768865.440526,3935672594.745134,5022877967.486384,-2144583792.8097153,363385770.9347523,-2443510416.2399035,0
564,8040165056.464788,-6579733918.308673,1647026561.3652673,1567713710.8309581,-2591593151.485399,4888600225.712283,6639343994.835211,873007942.5379208,0
565,8116530806.627126,3798140962.529412,1344785789.6322794,-3206159579.001464,-2750522745.5509944,-956321557.0856042,-674776966.0883105,3417117883.3849864,0
566,8381708461.120264,4809638170.695248,-3360715170.6559324,2950215489.2895823,1376154290.5831637,-1321969240.4445605,222326470.49321547,1336486956.9156709,0
567,13557855004.729229,2758228044.8350887,3846880731.300026,4864342633.526184,2429222798.7244925,-1634722410.9912436,103295318.33694577,6668678005.257473,0
568,12419083608.204845,7451537461.497123,1843544296.3672976,-2658473819.7691154,3339946514.9596105,-2949695612.276084,884171477.8730974,3297119999.4117618,0
569,3210698461.0684967,-1176815544.099851,-1484159662.8419628,-941403454.5613037,-1783248794.9564383,-1324671932.036222,-469791324.30935806,-198200396.47131526,0
570,11187070576.249191,-1555441060.69923,6686909438.987956,2488710059.778468,1046931897.6450869,-2485449685.1236234,-315026567.0321942,-1956169765.0410202,0
571,12455173339.384214,3449926274.5648594,2285012917.3568363,7741355772.386492,1500492809.0664608,-122503649.95499021,-620129561.3210377,-3542150995.6434493,0
572,5263466884.07725,75486704.70657158,-3918740809.3872333,1628082808.6702342,-1380074293.1754334,-1149760440.5023973,-565337762.4460399,-429714142.4874967,0
573,7650562798.766698,-5975118918.665036,1547485664.1148872,2261613586.5821533,-3470002171.806834,425239045.5224977,5117972163.610086,898376708.5468545,0
574,7723978210.9676,4073829517.73821,-511549847.2179096,-732384227.8745354,-1585643425.9100327,-1163756090.2168071,-304683290.055292,2936000082.0059767,0
575,3248722749.9251695,2753947953.1414604,-4444514484.79627,5154829465.815179,1836726183.8163948,2188391306.696913,-529987930.50668454,-396783467.98508286,0
576,6854405513.548053,-3922362956.4627647,916620557.6641415,-126502185.21068446,1111053594.612228,-119287136.09203541,-1108214050.9782393,844881038.0152019,1
577,7799623316.679852,-5875694302.391621,3063103209.352265,2816545770.4573483,-337162087.018749,-1854456916.064418,-824956442.794352,1587802064.4963903,0
578,7779075455.203729,-6474123572.667063,2787934541.4724503,3113763181.499352,-1844127002.7800314,457175133.0984008,-1951145337.180444,1500818817.9568624,0
579,9554316446.22633,-4754869648.077444,1130949345.0179389,-1841502763.6565366,3877100832.723105,1340591956.8610501,6504145015.803105,900011758.5962149,0
580,6678251160.663547,-4546424891.058098,395533435.02956146,373425432.0649924,-1342703672.7411714,2082473362.3382905,-2332061483.197309,664567600.52675,0
581,9897832565.486673,-266309601.38760707,-4023473128.2872586,6397114854.408886,1965865757.9353096,-2007115933.2510777,-149664123.61695614,355547493.6907575,0
582,11603720840.789621,-2929606287.7485104,5264590707.335752,1410992898.751054,-3655346997.6835604,448922119.4245461,6388791557.819126,-2568035309.9163527,0
583,3657370671.5128818,1573663164.2015896,-2446204314.138166,7202280805.671268,2334055254.079804,1784227626.5143037,-312319333.1649329,268649103.339672,0
584,11385740242.407639,-1210980943.4896486,-3532239945.8840613,6949879585.894761,2828185106.4633594,-720612901.664246,-733481765.2820238,670286274.2624582,0
585,10215481620.695833,2206669277.6363926,1679636279.4878397,-2962282387.965001,-4376442077.04876,-731756617.4837822,-1741817822.4758542,-5176358002.132168,0
586,9956840721.90072,-4016017809.962818,-695043771.870953,-3550390796.725324,4084518383.928875,1444997716.5903814,-1864192682.9657915,598941308.6261858,0
587,8529938508.791805,877657774.2291743,-6963382754.288331,3469918209.999183,-3808338.88303032,2669725266.6203957,-2089538671.949532,-708634319.4069948,0
588,8019675395.07772,1155783491.0475128,-6722370366.380427,4114749611.615225,-1295826302.152359,-1326796505.0058541,-716156184.0560908,-705338308.3615861,0
589,3698823112.125889,-601502307.6039584,76507479.65503286,-2901425752.2000594,4159041354.5740666,4234036845.441699,-1583364497.4546006,-246938544.2647993,0
590,12128348024.943136,-3357020596.454093,-2828974002.38067,-6507815403.0874,5355611679.387215,86533380.1333103,-1625827830.974475,114461400.23491111,0
591,5168450151.491125,7925239638.5240965,5210822206.616887,-2151637171.420708,-1570794894.9033992,235715420.76190594,162587161.48425534,3537951159.5973763,0
592,11170543702.406855,-7257662049.694187,1254005643.0471277,960547749.4624332,-2114868598.8578725,258116965.72222856,6355314963.085166,1048490407.8032979,0
593,9751445754.778677,1466226128.6717746,-6899019667.741025,3244676831.0199003,3177517044.215799,1389817383.3684914,-1236693948.5665207,-509343123.8628615,0
594,10724958049.90208,-2209775934.0139256,3061281188.750011,-950129274.949349,-708512944.0256528,1590118845.994581,-2359818939.9038596,-2042129547.8274364,0
595,8606668572.061943,-3201093397.0652294,-3446690174.085691,-3621822021.872265,-1673284245.9879606,721614832.583372,-2346290405.494779,-365682081.0683113,0
596,3785497449.797936,-4758682616.50627,4201040190.2818146,3608160126.2289786,760909173.1143869,2907627564.3014035,-1617221677.577936,1613135706.6710234,0
597,8136196557.300359,-4881872256.2452965,-788720704.477415,-1698554577.873171,-257049933.67801586,5922763657.996429,-3916468121.073237,421019048.2950006,0
598,3111003779.4473267,-2795082495.7270446,2398270669.2351294,1286700332.9035866,1927128028.0499434,1620150450.5324385,-849641128.4165982,998698104.4787742,0
599,5120658807.390454,2941861320.287489,3608713926.054356,-2915329550.1517797,3546251682.729494,3924472970.3140235,-1327237905.5280154,-3369527560.947182,0
600,6779832271.636449,1614838731.1893816,-6168555112.018622,4524282276.186736,-729108276.7611204,-1008274056.7213286,-482462548.5131054,-634818523.4143895,0
601,10113608036.55526,-2637248451.4391766,-1988663560.4333456,-5784847733.545953,6025651402.49204,531327215.3634739,-1261616835.051781,210525730.0535112,0
602,1770798810.7199953,112550586.85672052,527604348.7246155,-1460225708.3154597,4150034142.6397448,-1292107309.8605597,837433206.4774874,308721991.9467001,0
603,7927394717.394428,8138488078.951581,5921406812.115114,-4844634165.595597,4214726431.8744783,2481449595.784935,-159332987.55571002,4631882553.761239,0
604,10748773790.776815,6358078111.430806,3098597047.228932,-3515076430.2891736,-6292145427.605446,-330416968.9439715,-1510968326.0163407,2059585527.9427264,0
605,2549598095.3354607,-2254264351.446402,1714794744.6646883,838467517.6777154,1460869914.36086,1897540639.4575276,-992052532.4609879,708158940.2345964,0
606,8880309247.486963,4920287124.623739,2295257714.1884995,-3289072024.5002327,-3710818883.4275374,-472969557.8492482,-957816893.6079832,2589431778.3894415,0
607,7407737424.953235,-3416066299.3756895,233686582.52955768,-655198607.0077044,930158242.1266778,-3202935189.8267345,-99894438.02278486,677971895.6550691,0
608,9946490043.946918,6007703000.633945,3622238087.4874115,-4321544480.608832,417747530.5817337,-2668193772.1270943,466861461.0073604,3068934305.725009,0
609,10207145470.209902,-4838152204.131691,-841836402.119429,-1965275719.6781626,-2017997698.4139287,2942316733.0442843,5891780099.023855,-354963162.03909343,0
610,1151599591.6777213,-688087031.1460983,-393114751.9867896,-1156082603.1730573,962222246.105334,3927546786.310223,-1563853716.017503,-27381033.12974118,0
611,12058548528.502499,-5680010970.00012,2428216810.2044425,-1372284971.5256298,4726622976.613188,1068264682.0476443,-1876575497.152692,1017959027.0229307,0
612,7425512541.050734,-2900506118.455962,-3338874831.788065,-2727481514.3900247,-3047216544.499939,-103526486.74832639,-2024656315.2029977,-428999011.1095595,0
613,5869159143.422643,-2235096180.4698257,-2494667140.1938777,-2307400143.668732,-1782668509.1363196,171258966.0788183,-1588651403.345714,-294209190.2807325,0
614,10052548538.187796,-6087397528.5792675,166629806.1217145,-821960783.6796485,-896724143.5751823,3268522643.575879,5940149625.667894,610878945.6316825,0
615,7562583563.260298,-4015503829.5279193,-931775937.5547936,-1513827212.5077038,-977807275.1962668,2103358150.1385272,3118137853.9853425,171286853.64906144,0
616,8691844622.175451,933802771.6469154,1266539912.3207252,-2055343592.8981109,-2889352951.5330615,-2479325756.3879676,-754706150.6645808,-3429742458.1960196,0
617,11628679962.489628,1139489751.2000077,6338938864.3178425,-1823968355.290954,2963230554.099819,-543223864.3840878,-732731734.765904,-3867291023.9001894,0
618,6820185788.377815,-3463303304.871216,-2597652874.4650483,-2548708440.4280562,-3042438789.170803,4415171093.666525,6376264751.239138,-529525274.03596354,0
619,9674793168.278688,-4954517601.677859,-513501059.2009936,-2785440329.9406343,2514290802.895433,5064875436.781484,-3431770893.637953,632371976.0219171,0
620,9616010525.937792,-3805273744.748879,-156517452.2340192,-1889347538.8713913,2329571385.7301874,-4250652381.810274,936929344.7321162,713300932.0611801,0
621,12535106500.149738,-1310944080.2287934,7262448633.448251,553496917.3124957,-1375496741.379338,4044073806.038815,-3305417090.870932,-3845909856.275025,0
622,5356737203.060465,1874051171.4290466,6649008920.491098,1026189214.4901979,1235316980.359491,-529432327.58269095,90697890.90420185,-2977605610.9511538,0
623,7997726747.049774,-2401644642.365125,-1456464752.425605,-3395069783.2825837,2739873952.5055094,-1880255871.288066,-460488462.84456056,202138299.43237388,0
624,9136555977.495232,2713315141.8836713,2650217875.9814477,-2318310474.9806323,-4933862854.602877,306614158.9644257,4411557075.87827,-5590215013.601135,0
625,10313313795.087812,5987604328.567277,-499434987.8272559,2580340797.718331,-2637934438.883184,557757783.0327483,-1331880554.9864895,-5803585995.826893,0
626,10147647376.738827,-244729816.12847787,7509736823.8234005,2575390453.15423,-4134842337.6946616,-1062020627.2247802,-1354323101.0305643,-3943421149.6215725,0
627,11054275902.306381,-159082974.80088618,1623262445.3470047,-4511381986.24821,17038688.435733233,6698271997.338947,5075489830.254301,-3854505293.955285,0
628,10054625639.862425,-5498955502.781906,1259113013.2445955,-860246826.8918474,2790413766.992956,718443513.4435555,-1773341858.5507386,1213008761.7236645,0
629,0.0004724657899622001,-4.314478746032366e-05,-2.4137903677364987e-05,3.679475944775727e-05,-0.0002096288332592516,-0.00025665101586904706,0.00010462373067021691,2.534853983131931e-05,0
630,15603349472.197025,2050543698.7178571,3275879546.611103,7920342378.2757,1582739613.8462706,1670621839.063157,9091780904.70502,-3801073249.656451,0
631,7672903660.645272,-4391307508.264914,-216359378.62199238,-626221260.7145101,-668300910.8063778,1153855484.8775382,-2075436301.9485826,560262489.2516675,0
632,9460394353.094769,241368517.12531137,-3411198821.272882,-1015101024.4301718,6184633729.562316,-4430980985.362653,1143331388.1539285,105748806.48091817,0
633,11121319049.73694,2280861723.9345965,2572771783.001555,-4852904649.334725,938762613.5738733,3215873957.6805043,-2501012425.651768,-4918237140.503925,0
634,7815147010.158532,-3716344241.3831725,357193399.4946082,-516375006.27357215,849877766.4374338,-3320202594.978735,-146582111.38515422,749581265.8564996,0
635,13304037605.697805,-1417053009.4674494,6231898699.869616,-491725591.93576694,-396362743.26591456,2514617667.234397,-2800675727.441086,-3568672210.989816,0
636,13081431229.626532,799346193.3295431,1391771201.600122,-4835648474.615935,-4557681082.802572,7051974867.734564,5485387826.211903,-5953717908.808504,0
637,6325742005.365542,-4328835637.317969,719385444.9034028,1511669095.1447442,-2575387316.295056,-1844881307.5256255,-966409989.9275663,739992987.1679596,0
